Name,Club,Age,International Reputation,Nationality
I. Abass,1. FSV Mainz 05,19,1.0,Ghana
J. Stacey,Luton Town,22,1.0,England
M. Aebischer,BSC Young Boys,21,1.0,Switzerland
S. Rakowitz,FC Wacker Innsbruck,28,1.0,Austria
Diego Alende,RC Celta,20,1.0,Spain
S. Clare,Heart of Midlothian,21,1.0,England
M. Exslager,SC Fortuna Köln,27,1.0,Germany
A. Noppert,Foggia,24,1.0,Netherlands
Hu Yanqiang,Beijing Sinobo Guoan FC,25,1.0,China PR
N. Gil,Independiente Santa Fe,21,1.0,Colombia
A. Wordsworth,AFC Wimbledon,29,1.0,England
Andújar,CF Rayo Majadahonda,26,1.0,Spain
P. Koch,FC St. Gallen,27,1.0,Switzerland
G. Puel,GFC Ajaccio,26,1.0,France
G. Francomb,Crawley Town,26,1.0,England
D. McMillan,St. Johnstone FC,29,1.0,Republic of Ireland
A. Flores,Portland Timbers,27,1.0,El Salvador
K. Anderson,Swindon Town,23,1.0,England
V. De Marco,Lech Poznań,25,1.0,Argentina
Z. Erkilinc,Heracles Almelo,20,1.0,Netherlands
Jiang Liang,Guizhou Hengfeng FC,28,1.0,China PR
U. Meras,Bursaspor,22,1.0,Turkey
E. Johansen,Sandefjord Fotball,25,1.0,Norway
O. Threlkeld,Waasland-Beveren,24,1.0,England
T. Anderson,Doncaster Rovers,24,1.0,England
F. Moufi,CD Tondela,22,1.0,Morocco
R. Williams,Manchester United,19,1.0,England
Carlitos,CF Rayo Majadahonda,33,1.0,Spain
E. Iñíguez,Club Atlético Aldosivi,21,1.0,Argentina
B. Hušidić,LA Galaxy,31,1.0,Bosnia Herzegovina
S. Longstaff,Newcastle United,20,1.0,England
C. Sammon,Motherwell,31,1.0,Republic of Ireland
M. Wolfram,FC Carl Zeiss Jena,21,1.0,Germany
M. Faško,Eintracht Braunschweig,23,1.0,Slovakia
O. Fane,Oldham Athletic,24,1.0,France
Xesc Regis,SD Eibar,21,1.0,Spain
Lu Lin,Guangzhou R&F; FC,33,1.0,China PR
F. Marković,Racing Club de Lens,26,1.0,Serbia
F. Rawson,Forest Green Rovers,21,1.0,England
M. Dauda,RSC Anderlecht,20,1.0,Ghana
K. Ward,Bohemian FC,27,1.0,Republic of Ireland
L. Hägg-Johansson,Kalmar FF,23,1.0,Sweden
M. Pinto,Club Atlético Lanús,24,1.0,Argentina
Song Si Woo,Sangju Sangmu FC,24,1.0,Korea Republic
M. Halsti,Esbjerg fB,34,1.0,Finland
Viti,Real Oviedo,20,1.0,Spain
E. Jónsson,SønderjyskE,29,1.0,Iceland
A. Deiola,Parma,22,1.0,Italy
Adrián Rocheira,Atlético Paranaense,34,1.0,Brazil
J. Bourdouxhe,FC Emmen,27,1.0,Belgium
N. Cameron,Macclesfield Town,26,1.0,England
O. Mandanda,FC Girondins de Bordeaux,19,1.0,France
P. Madden,Fleetwood Town,28,1.0,Republic of Ireland
V. Jalasto,HJK Helsinki,32,1.0,Finland
C. Cuesta,Atlético Nacional,19,1.0,Colombia
T. Kubo,Yokohama F. Marinos,17,1.0,Japan
B. Toma,FC Sion,19,1.0,Switzerland
E. Doyle,Bradford City,30,1.0,Republic of Ireland
J. Nilsson,IF Elfsborg,24,1.0,Sweden
B. Chardonnet,Stade Brestois 29,23,1.0,France
D. Konstantopoulos,Middlesbrough,39,1.0,Greece
W. Geubbels,AS Monaco,16,1.0,France
L. Quezada,Córdoba CF,22,1.0,Dominican Republic
R. Sánchez,Millonarios FC,34,1.0,Colombia
F. Lanzillotta,Argentinos Juniors,25,1.0,Argentina
A. Moreno,Deportes Iquique,22,1.0,Chile
Vagnão Junior,Ceará Sporting Club,26,1.0,Brazil
C. Greger,SpVgg Unterhaching,21,1.0,Germany
M. Salem,Al Shabab,32,1.0,Saudi Arabia
K. Alphonse,CD Feirense,25,1.0,Ivory Coast
J. Tosik,Zagłębie Lubin,31,1.0,Poland
S. Wharton,Lincoln City,20,1.0,England
A. Sigurðsson,PFC CSKA Moscow,19,1.0,Iceland
J. Welzmüller,SpVgg Unterhaching,28,1.0,Germany
O. Kiomourtzoglou,SpVgg Unterhaching,20,1.0,Germany
P. Taylor,Doncaster Rovers,30,1.0,England
P. Keita,Waasland-Beveren,26,1.0,Senegal
M. Leitgeb,Wolfsberger AC,30,1.0,Austria
N. Tapia,Boyacá Chicó FC,27,1.0,Colombia
T. D'Orazio,Cosenza,28,1.0,Italy
I. Marconi,US Cremonese,28,1.0,Italy
L. Martínez,Tiburones Rojos de Veracruz,31,1.0,Mexico
A. Al Shammari,Al Ittihad,24,1.0,Saudi Arabia
T. James,Yeovil Town,22,1.0,Wales
B. Vécsei,FC Lugano,24,1.0,Hungary
J. Dehm,Holstein Kiel,22,1.0,Germany
M. Caufriez,Waasland-Beveren,21,1.0,Belgium
C. Rivera,Deportivo Cali,22,1.0,Colombia
D. Gray,Hibernian,30,1.0,Scotland
Ricardo Rodrigues,CD Aves,23,1.0,Portugal
K. Shirai,Hokkaido Consadole Sapporo,24,1.0,Japan
J. Jønsson,Atiker Konyaspor,25,1.0,Denmark
L. López,Los Angeles FC,24,1.0,Honduras
G. Prósperi,San Martín de San Juan,33,1.0,Argentina
F. Burmeister,Eintracht Braunschweig,28,1.0,Germany
K. Yeboah,SC Fortuna Köln,24,1.0,Australia
M. Wdowiak,Cracovia,21,1.0,Poland
F. Cristaldo,San Martín de San Juan,21,1.0,Argentina
P. Karlsson Lagemyr,IFK Göteborg,21,1.0,Sweden
M. Dräger,SC Paderborn 07,22,1.0,Tunisia
M. Quiroga,Curicó Unido,28,1.0,Argentina
K. Rimane,Paris Saint-Germain,27,1.0,France
F. Hurtado,CD Antofagasta,35,1.0,Chile
J. Hromada,SK Slavia Praha,22,1.0,Slovakia
R. Brown,Forest Green Rovers,22,1.0,England
Iuliano Alfaro,Bahia,30,1.0,Brazil
C. Burgess,Portsmouth,26,1.0,England
D. Olsen,Hobro IK,33,1.0,Denmark
E. Pinnock,Barnsley,25,1.0,England
B. Jamieson IV,LA Galaxy,21,1.0,United States
D. Payne,Excelsior,22,1.0,United States
J. Lillis,Rochdale,31,1.0,England
T. Chahed,1. FC Magdeburg,22,1.0,Germany
G. Warren,Yeovil Town,33,1.0,England
M. Özyıldırım,Kayserispor,23,1.0,Turkey
I. Boonen,KV Oostende,19,1.0,Belgium
F. Torres,Audax Italiano,29,1.0,Chile
M. Kirkeskov,Piast Gliwice,26,1.0,Denmark
Y. Kobayashi,Nagoya Grampus,29,1.0,Japan
L. Gómez,Club Atlético Banfield,22,1.0,Argentina
A. Bruno,Livorno,34,1.0,Italy
M. Biskupović,Unión La Calera,29,1.0,Chile
P. Leciejewski,Zagłębie Lubin,33,1.0,Poland
N. Gulan,Royal Excel Mouscron,29,1.0,Serbia
A. Askar,Sarpsborg 08 FF,32,1.0,Ethiopia
F. Schiller,VfL Osnabrück,28,1.0,Germany
F. Herzenbruch,SC Paderborn 07,25,1.0,Germany
S. Pinas,ADO Den Haag,20,1.0,Netherlands
D. Myrestam,GIF Sundsvall,31,1.0,Sweden
Lee Ji Nam,Jeonnam Dragons,33,1.0,Korea Republic
A. Al Kassar,Al Faisaly,27,1.0,Saudi Arabia
J. Rivas,Millonarios FC,30,1.0,Colombia
K. Fickentscher,FC Sion,29,1.0,Switzerland
R. Allsop,Wycombe Wanderers,26,1.0,England
B. Murphy,Cardiff City,35,1.0,Republic of Ireland
Y. Otubanjo,LASK Linz,25,1.0,Nigeria
K. Mensah,Brøndby IF,27,1.0,Denmark
S. Bösel,SG Sonnenhof Großaspach,23,1.0,Germany
S. Schiek,SC Fortuna Köln,28,1.0,Germany
M. Cortés,Curicó Unido,35,1.0,Argentina
Jean Carlos,Granada CF,22,1.0,Brazil
O. Kurt,SC Fortuna Köln,23,1.0,Turkey
C. Psyché,Kristiansund BK,29,1.0,France
Q. Lecoeuche,US Orléans Loiret Football,24,1.0,France
Juli Morrinhos,Chapecoense,30,1.0,Brazil
P. Bürger,SV Mattersburg,31,1.0,Austria
S. Glarner,FC Thun,30,1.0,Switzerland
F. Tchenkoua,FC Carl Zeiss Jena,25,1.0,Cameroon
L. Jensen,Vendsyssel FF,23,1.0,Denmark
A. Adam,Al Taawoun,23,1.0,Saudi Arabia
M. Laurent,KAS Eupen,26,1.0,Belgium
N. Belvito,Grenoble Foot 38,31,1.0,France
Alex Rodríguez,Motherwell,24,1.0,Spain
T. Holmes-Dennis,Bristol Rovers,22,1.0,England
J. Ertlthaler,SV Mattersburg,21,1.0,Austria
M. Thurnwald,SK Rapid Wien,19,1.0,Austria
A. Melgalvis,Lillestrøm SK,28,1.0,Norway
A. Busin,AS Nancy Lorraine,22,1.0,France
N. Giménez,San Martin de Tucumán,22,1.0,Argentina
J. Báez,Cosenza,23,1.0,Uruguay
F. Ünver,Bursaspor,21,1.0,Turkey
Pascu,Valencia CF,18,1.0,Spain
M. Qasem,Al Ittihad,23,1.0,Saudi Arabia
M. Poaty,ESTAC Troyes,20,1.0,France
N. Jambor,Rio Ave FC,22,1.0,Croatia
K. Eisele,Hallescher FC,23,1.0,Germany
Hong Jung Nam,Jeonbuk Hyundai Motors,30,1.0,Korea Republic
D. González,Atlético Bucaramanga,28,1.0,Colombia
Mayoral,AD Alcorcón,21,1.0,Spain
J. Todibo,Toulouse Football Club,18,1.0,France
A. Madu,Al Nassr,24,1.0,Saudi Arabia
Edu Frias,RCD Espanyol,19,1.0,Spain
J. Gundersen,Tromsø IL,22,1.0,Norway
N. Landgraf,Hallescher FC,22,1.0,Germany
T. Müller,Hallescher FC,20,1.0,Germany
W. Bianda,Roma,18,1.0,France
J. Al-Hazaimeh,VfL Sportfreunde Lotte,26,1.0,Germany
T. Ogihara,Yokohama F. Marinos,26,1.0,Japan
T. Campbell,Stoke City,18,1.0,England
K. Mazek,Zagłębie Lubin,23,1.0,Poland
M. Suzuki,V-Varen Nagasaki,24,1.0,Japan
E. Smith Rowe,Arsenal,17,1.0,England
T. Al Ammar,Al Shabab,18,1.0,Saudi Arabia
M. Amundsen,Lillestrøm SK,25,1.0,Norway
Dêniro Prestes,Ceará Sporting Club,30,1.0,Brazil
A. Tarbell,San Jose Earthquakes,24,1.0,United States
S. Hughes,Leicester City,21,1.0,England
O. Skipp,Tottenham Hotspur,17,1.0,England
G. Alanís,Belgrano de Córdoba,24,1.0,Argentina
J. Yaro,Philadelphia Union,24,1.0,Ghana
H. Traorè,Empoli,18,1.0,Ivory Coast
M. Sarr,VfR Aalen,23,1.0,Germany
T. Yonemoto,FC Tokyo,27,1.0,Japan
M. Wachs,SV Wehen Wiesbaden,22,1.0,Germany
K. Dennis,Notts County,28,1.0,England
A. Borgmann,VVV-Venlo,23,1.0,Germany
J. Sierra,Lobos BUAP,21,1.0,Ecuador
Jung Da Hwon,Jeju United FC,30,1.0,Korea Republic
M. Schulze,VfL Sportfreunde Lotte,29,1.0,Germany
T. Lee,Urawa Red Diamonds,32,2.0,Japan
G. Scamacca,PEC Zwolle,19,1.0,Italy
P. Dimitriadis,AIK,32,1.0,Sweden
Du Wei,Guizhou Hengfeng FC,36,1.0,China PR
M. Thiede,Karlsruher SC,26,1.0,Germany
J. Bartkowski,Wisła Kraków,26,1.0,Poland
M. Mirahmetjan,Tianjin TEDA FC,27,1.0,China PR
J. Galeano,Club Atlético Aldosivi,29,1.0,Argentina
Luis Muñoz,Córdoba CF,21,1.0,Spain
H. Wright,FC Schalke 04,20,1.0,United States
Borja Llarena,CD Tenerife,19,1.0,Spain
H. Lingani,AS Béziers,30,1.0,Ivory Coast
G. Torromino,Lecce,30,1.0,Italy
M. Huber,TSV Hartberg,28,1.0,Austria
R. Seigers,KRC Genk,20,1.0,Belgium
J. Serrano,AS Monaco,20,1.0,France
T. Holý,Gillingham,26,1.0,Czech Republic
C. Johnson,Accrington Stanley,21,1.0,England
A. Al Khaibari,Al Shabab,21,1.0,Saudi Arabia
I. Savane,AS Béziers,24,1.0,France
Roberto López,Real Sociedad,18,1.0,Spain
J. Proctor,Rotherham United,26,1.0,England
B. Vandenbussche,KSV Cercle Brugge,36,1.0,Belgium
J. Wright,Doncaster Rovers,23,1.0,Wales
S. Gregersen,Molde FK,23,1.0,Norway
Kim Jungya,Vegalta Sendai,30,1.0,Korea Republic
E. Banda,KV Oostende,20,1.0,Zambia
M. Karlsen,Ranheim Fotball,28,1.0,Norway
F. Jensen,SV Zulte-Waregem,25,1.0,Norway
D. Stec,Pogoń Szczecin,24,1.0,Austria
H. Mahou,OGC Nice,18,1.0,France
J. Sargent,SV Werder Bremen,18,1.0,United States
O. Kanté,Paris FC,28,1.0,France
Yang Xu,Tianjin Quanjian FC,31,1.0,China PR
H. Mascorro,Club León,21,1.0,Mexico
M. Maouche,Oldham Athletic,25,1.0,France
M. Al Fehaid,Al Fateh,28,1.0,Saudi Arabia
Mi Haolun,Tianjin Quanjian FC,25,1.0,China PR
M. Ambichl,SKN St. Pölten,27,1.0,Austria
Jauregi,Levante UD,21,1.0,Spain
J. Mitchell,Oxford United,23,1.0,England
Hui Jiakang,Tianjin TEDA FC,29,1.0,China PR
V. Selimović,FC Metz,21,1.0,Serbia
T. Cywka,Lech Poznań,30,1.0,Poland
J. Rask,Hobro IK,29,1.0,Denmark
C. Shaughnessy,Leeds United,22,1.0,Republic of Ireland
Luis Rioja,UD Almería,24,1.0,Spain
R. Meléndez,Audax Italiano,19,1.0,Chile
J. Valencia,Rionegro Águilas,25,1.0,Colombia
Wang Shangyuan,Henan Jianye FC,25,1.0,China PR
N. Bishop,Mansfield Town,36,1.0,England
R. Jaadi,Royal Antwerp FC,23,1.0,Belgium
A. Mandrea,Angers SCO,21,1.0,France
E. Smith,KAA Gent,21,1.0,Sweden
C. Timite,Amiens SC,20,1.0,Ivory Coast
Dillson Teixeiro,Paraná,34,1.0,Brazil
A. Williams,Northampton Town,31,1.0,England
D. Phillips,Real Salt Lake,34,1.0,Jamaica
M. Samuelsen,VVV-Venlo,21,1.0,Norway
H. Canbazoğlu,BB Erzurumspor,30,1.0,Turkey
K. Sanson,Montpellier HSC,21,1.0,France
M. D'Arpino,US Orléans Loiret Football,22,1.0,France
J. Hayes,FC Dallas,23,1.0,United States
M. Söderqvist,Kalmar FF,25,1.0,Sweden
M. Kvasina,SV Mattersburg,21,1.0,Austria
A. Bongiovanni,KSV Cercle Brugge,18,1.0,Belgium
S. Eremenko,Spartak Moscow,19,1.0,Finland
E. Wahlström,BK Häcken,31,1.0,Sweden
A. Blomqvist,Trelleborgs FF,23,1.0,Sweden
C. Senior,Colchester United,21,1.0,England
T. Sandoval,Club Atlético Colón,19,1.0,Argentina
A. Rose,Motherwell,28,1.0,Australia
D. Gnaase,FC Würzburger Kickers,21,1.0,Germany
M. Tavernier,Middlesbrough,19,1.0,England
T. Nydam,St. Johnstone FC,18,1.0,England
D. Lajud,Monterrey,19,1.0,Mexico
M. Fontaine,Red Star FC,31,1.0,France
B. Richards-Everton,Accrington Stanley,26,1.0,England
D. Kiki,Stade Brestois 29,24,1.0,Benin
D. Stanese,FC Energie Cottbus,24,1.0,Canada
V. Vukadinović,Sparta Praha,27,1.0,Serbia
H. Morita,Kawasaki Frontale,23,1.0,Japan
Echu,CF Rayo Majadahonda,20,1.0,Spain
Juan Ibiza,UD Almería,22,1.0,Spain
D. James,Swansea City,20,1.0,Wales
G. Perrin,US Orléans Loiret Football,22,1.0,France
M. Munetsi,Orlando Pirates,22,1.0,Zimbabwe
D. Potter,Rotherham United,33,1.0,Republic of Ireland
K. Antonsen,Tromsø IL,23,1.0,Norway
A. Čulina,Cracovia,26,1.0,Croatia
D. Williams,Wellington Phoenix,30,1.0,Australia
A. Poúngouras,Panathinaikos FC,22,1.0,Greece
Junio,Rio Ave FC,21,1.0,Brazil
K. Sheppard,Cork City,27,1.0,Republic of Ireland
K. Müller,FC St. Pauli,27,1.0,Germany
N. Thomas,Notts County,23,1.0,England
C. Morrison,Heart of Midlothian,18,1.0,Scotland
E. Oelschlägel,Borussia Dortmund,22,1.0,Germany
S. Camara,Le Havre AC,25,1.0,France
Lim Jong Eun,Ulsan Hyundai FC,28,1.0,Korea Republic
A. Jones,Bradford City,23,1.0,England
Kako Sanz,CD Numancia,25,1.0,Spain
S. Reese,AC Horsens,24,1.0,Denmark
Y. Ito,Kashima Antlers,24,1.0,Japan
C. Winchester,Forest Green Rovers,25,1.0,Northern Ireland
A. Henley,Real Salt Lake,24,1.0,Wales
G. Williams,Forest Green Rovers,22,1.0,Wales
D. López,Jaguares de Córdoba,26,1.0,Colombia
F. Menig,SC Preußen Münster,24,1.0,Germany
A. Sheehan,Luton Town,31,1.0,Republic of Ireland
A. Barcham,AFC Wimbledon,31,1.0,England
Ha Dae Sung,FC Seoul,33,1.0,Korea Republic
K. Angielski,Wisła Płock,22,1.0,Poland
A. Gnanduillet,Blackpool,26,1.0,Ivory Coast
M. Mancosu,Montreal Impact,33,1.0,Italy
L. Chávez,Club Tijuana,22,1.0,Mexico
D. Fox,Wellington Phoenix,24,1.0,Australia
A. Gory,Le Havre AC,21,1.0,France
Y. Hamza,Al Fateh,27,1.0,Saudi Arabia
R. Edwards,Chicago Fire,22,1.0,Canada
D. Davari,MSV Duisburg,30,1.0,Iran
A. Pucheta,San Martín de San Juan,23,1.0,Argentina
Y. Shimada,V-Varen Nagasaki,27,1.0,Japan
T. Sugeno,Hokkaido Consadole Sapporo,34,1.0,Japan
J. Palacios,Atlético Bucaramanga,24,1.0,Colombia
Igor,FK Austria Wien,20,1.0,Brazil
R. Sandberg,Stabæk Fotball,27,1.0,Sweden
Choi Jong Hoan,Incheon United FC,30,1.0,Korea Republic
A. Peña,Pachuca,22,1.0,Mexico
K. Roberts,Walsall,20,1.0,England
S. Ngezana,Kaizer Chiefs,20,1.0,South Africa
P. Vranjicán,Alianza Petrolera,32,1.0,Argentina
L. Santelices,Curicó Unido,32,1.0,Chile
J. Pérez,América de Cali,29,1.0,Venezuela
A. Taoui,Toulouse Football Club,16,1.0,France
R. Harakawa,Sagan Tosu,24,1.0,Japan
M. Schwabl,SpVgg Unterhaching,27,1.0,Germany
C. Stanko,SC Freiburg,24,1.0,United States
S. Brown,Accrington Stanley,33,1.0,England
R. Thellufsen,Aalborg BK,21,1.0,Denmark
Lee Keun Ho,Pohang Steelers,22,1.0,Korea Republic
J. Jönsson,IF Elfsborg,34,1.0,Sweden
A. Rabillard,AS Béziers,22,1.0,France
M. Dabo,Stade Malherbe Caen,31,1.0,France
L. Del Pinto,Benevento,28,1.0,Italy
José Mena,Sevilla FC,20,1.0,Spain
G. Wylde,Plymouth Argyle,27,1.0,Scotland
Kim Won Sik,FC Seoul,26,1.0,Korea Republic
M. van Bergen,SC Heerenveen,18,1.0,Netherlands
A. Martin,Exeter City,28,1.0,England
R. McDonald,AFC Wimbledon,26,1.0,England
D. Collins,Grimsby Town,37,1.0,Wales
J. White,Southend United,31,1.0,England
A. Ingegneri,Palermo,26,1.0,Italy
R. Swete,TSV Hartberg,28,1.0,Austria
Imanol García,Gimnàstic de Tarragona,22,1.0,Spain
S. Callegari,Newell's Old Boys,21,1.0,Argentina
E. Israelsson,Vålerenga Fotball,29,1.0,Sweden
M. Al Najrani,Al Fayha,25,1.0,Saudi Arabia
M. Bundu,Aarhus GF,21,1.0,Sierra Leone
F. Román,Millonarios FC,22,1.0,Colombia
T. Figueroa,Pachuca,19,1.0,Mexico
T. Inukai,Kashima Antlers,25,1.0,Japan
O. Kittner,SC Preußen Münster,30,1.0,Germany
M. López,Envigado FC,21,1.0,Colombia
A. Winkler,SpVgg Unterhaching,26,1.0,Germany
O. Özenç,Antalyaspor,25,1.0,Turkey
E. Nketiah,Arsenal,19,1.0,England
S. Kamata,Shimizu S-Pulse,29,1.0,Japan
G. Nilsson,Vejle Boldklub,21,1.0,Sweden
G. Shitolo,Orlando Pirates,28,1.0,South Africa
D. Kutesa,FC St. Gallen,20,1.0,Switzerland
C. Rawlinson,Port Vale,26,1.0,Wales
D. Slamar,FC Carl Zeiss Jena,23,1.0,Germany
R. O'Donnell,Bradford City,29,1.0,England
S. McNulty,Tranmere Rovers,34,1.0,England
J. Tillson,Exeter City,25,1.0,England
P. Arce,Club América,26,1.0,Mexico
D. Frattesi,Ascoli,18,1.0,Italy
Genís,Levante UD,21,1.0,Spain
M. Gustafsson,IF Brommapojkarna,29,1.0,Sweden
M. Pfitzner,Eintracht Braunschweig,33,1.0,Germany
J. Duncan,Al Qadisiyah,25,1.0,Australia
Thiago Xavier,Valenciennes FC,34,1.0,Brazil
T. Salquist,Waasland-Beveren,23,1.0,Denmark
M. Ortíz,Club Atlético Talleres,23,1.0,Argentina
João Mendes,CD Tondela,23,1.0,Portugal
D. Wotherspoon,St. Johnstone FC,28,1.0,Canada
N. Ajose,Charlton Athletic,26,1.0,England
B. Traoré,Le Havre AC,25,1.0,France
M. Valjent,RCD Mallorca,22,1.0,Slovakia
T. Vialla,AC Ajaccio,22,1.0,France
O. Çelik,Antalyaspor,26,1.0,Turkey
N. Siega,Cittadella,27,1.0,Italy
Han Yong Su,Gangwon FC,28,1.0,Korea Republic
F. Reynero,Curicó Unido,29,1.0,Chile
K. Hazard,KSV Cercle Brugge,22,1.0,Belgium
A. Peralta,Patronato,29,1.0,Argentina
Y. Kawai,Shimizu S-Pulse,28,1.0,Japan
D. van Crooij,VVV-Venlo,27,1.0,Netherlands
C. Saldaña,CD Palestino,18,1.0,Chile
Z. Udovičić,Zagłębie Sosnowiec,30,1.0,Serbia
M. Musaka,Shimizu S-Pulse,27,1.0,Japan
R. González,Club Necaxa,24,1.0,Mexico
A. Al Dohaim,Al Ittihad,24,1.0,Saudi Arabia
R. Takeuchi,Shimizu S-Pulse,27,1.0,Japan
K. Ramírez,Club Atlético Tigre,24,1.0,Uruguay
Borja Garcés,Atlético Madrid,18,1.0,Spain
M. Crooks,Northampton Town,24,1.0,England
E. Mastrolía,Club Atlético Talleres,27,1.0,Argentina
P. Golubović,KV Kortrijk,23,1.0,Serbia
D. Luxbacher,SKN St. Pölten,26,1.0,Austria
M. Ali,Vitesse,20,1.0,Saudi Arabia
A. Danladi,Minnesota United FC,22,1.0,Ghana
F. Grahl,San Martín de San Juan,26,1.0,Argentina
N. Atkinson,Melbourne City FC,19,1.0,Australia
A. Wiss,FC St. Gallen,27,1.0,Switzerland
L. Ferroni,Newell's Old Boys,22,1.0,Argentina
J. Davidson,Perth Glory,27,1.0,Australia
A. Cadavid,Itagüí Leones FC,27,1.0,Colombia
B. Ndoye,FC Sion,24,1.0,Senegal
O. Kocuk,Bursaspor,22,1.0,Turkey
B. Karamoko,FK Haugesund,23,1.0,Ivory Coast
E. Hernández,Club Atlas,35,1.0,Mexico
T. Hilliard-Arce,LA Galaxy,22,1.0,United States
Y. Etienne,KSV Cercle Brugge,21,1.0,France
F. Mayembo,Le Havre AC,22,1.0,Congo
P. Clarke,Oldham Athletic,36,1.0,England
A. Bittroff,KFC Uerdingen 05,29,1.0,Germany
M. Königs,FC Hansa Rostock,28,1.0,Germany
A. Corsi,Cosenza,29,1.0,Italy
J. Calle,Independiente Medellín,27,1.0,Colombia
L. Ndao,Waasland-Beveren,23,1.0,Senegal
R. Takasugi,V-Varen Nagasaki,34,1.0,Japan
M. Desler,Odense Boldklub,23,1.0,Denmark
B. Morris,Wycombe Wanderers,22,1.0,England
B. Moe,FK Bodø/Glimt,26,1.0,Norway
Kuki Zalazar,Real Valladolid CF,20,1.0,Spain
Montero,Atlético Madrid,19,1.0,Spain
F. Ruberto,FC Thun,25,1.0,Switzerland
S. Domínguez,Club Deportes Temuco,30,1.0,Chile
Jin YangYang,Hebei China Fortune FC,25,1.0,China PR
Aitor Ruibal,CF Rayo Majadahonda,22,1.0,Spain
J. Nilsen,FK Haugesund,27,1.0,Norway
P. Breier,FC Hansa Rostock,26,1.0,Germany
N. Castrillón,Deportes Tolima,22,1.0,Colombia
Álex Craninx,Molde FK,22,1.0,Belgium
Miguel,Real Valladolid CF,18,1.0,Spain
H. Onaga,V-Varen Nagasaki,23,1.0,Japan
A. Al Mazaidi,Al Fateh,32,1.0,Saudi Arabia
V. Davidsen,Vejle Boldklub,26,1.0,Faroe Islands
Park Sun Ju,Gangwon FC,26,1.0,Korea Republic
A. Otero,Itagüí Leones FC,22,1.0,Colombia
B. Jacobsen,AC Horsens,24,1.0,Denmark
J. Varela,Godoy Cruz,21,1.0,Argentina
S. Lorenz,TSV 1860 München,21,1.0,Germany
Pol,CF Reus Deportiu,26,1.0,Spain
T. Vion,Chamois Niortais Football Club,24,1.0,France
S. Henriksen,Vendsyssel FF,26,1.0,Denmark
Y. Koné,LOSC Lille,22,1.0,Mali
N. Oduwa,Vejle Boldklub,22,1.0,England
S. Karadeniz,Trabzonspor,21,1.0,Turkey
M. Marcjanik,Empoli,23,1.0,Poland
M. Palionis,SSV Jahn Regensburg,31,1.0,Lithuania
D. Undav,SV Meppen,21,1.0,Germany
N. Gouriye,Vendsyssel FF,27,1.0,Netherlands
Tong Le,CD Aves,25,1.0,China PR
Cho Dong Gun,Sagan Tosu,32,1.0,Korea Republic
G. Sandomierski,Jagiellonia Białystok,28,1.0,Poland
A. Al Fahad,Al Raed,24,1.0,Saudi Arabia
N. Losada,Deportivo Pasto,25,1.0,Argentina
J. Thomasen,Odense Boldklub,22,1.0,Denmark
M. Velásquez,CD Everton de Viña del Mar,30,1.0,Chile
Ahn Yong Woo,Sagan Tosu,26,1.0,Korea Republic
E. Valencia,Independiente Medellín,21,1.0,Colombia
H. Cochrane,Heart of Midlothian,17,1.0,Scotland
R. Müller,KFC Uerdingen 05,31,1.0,Germany
C. Alcock,Cheltenham Town,30,1.0,England
Manu Hernando,Real Madrid,19,1.0,Spain
C. Brown,Melbourne Victory,24,1.0,Australia
I. Coulibaly,Grenoble Foot 38,28,1.0,France
R. Cota,U.N.A.M.,22,1.0,Mexico
J. Bruijn,SC Heerenveen,21,1.0,Netherlands
L. Stevenson,Hibernian,30,1.0,Scotland
Dani Molina,RC Celta,22,1.0,Spain
H. Shimoda,Kawasaki Frontale,26,1.0,Japan
F. Pierrot,Royal Excel Mouscron,21,1.0,Haiti
B. Stuver,New York City FC,27,1.0,United States
C. Grant,Plymouth Argyle,23,1.0,England
B. Tuiloma,Portland Timbers,23,1.0,New Zealand
Kim Seung Yong,Gangwon FC,33,1.0,Korea Republic
Bura,CD Aves,22,1.0,Guinea Bissau
V. Loroña,Puebla FC,19,1.0,Mexico
A. Danch,Arka Gdynia,30,1.0,Poland
Leonardo,Portimonense SC,25,1.0,Brazil
D. Telgenkamp,FC Emmen,31,1.0,Netherlands
J. Bolton,Shrewsbury,23,1.0,England
R. Miller,CD Feirense,26,1.0,Panama
R. Kongolo,SC Heerenveen,20,1.0,Netherlands
O. Abildgaard,Aalborg BK,22,1.0,Denmark
P. Polczak,Zagłębie Sosnowiec,31,1.0,Poland
Y. Kasim,Northampton Town,27,1.0,Iraq
C. Pym,Exeter City,23,1.0,England
D. Eckert,RC Celta,21,1.0,Germany
K. Scherpen,FC Emmen,18,1.0,Netherlands
Hwang Soon Min,Daegu FC,27,1.0,Korea Republic
B. Magaña,U.N.A.M.,24,1.0,United States
F. Dimarco,Parma,20,1.0,Italy
G. Klok,FC Emmen,27,1.0,Netherlands
M. Duke,Shimizu S-Pulse,27,1.0,Australia
Moi Delgado,Real Valladolid CF,24,1.0,Spain
G. Deegan,Cambridge United,30,1.0,Republic of Ireland
J. Roberts,Ipswich Town,24,1.0,England
A. Caceres,Melbourne City FC,25,1.0,Australia
F. Portillo,CD Universidad de Concepción,30,1.0,Paraguay
G. Thomas,Scunthorpe United,21,1.0,Wales
R. Williams,Atlanta United,23,1.0,Jamaica
J. Carbonero,Once Caldas,18,1.0,Colombia
